player_id,player,club_id,team,season_appearances,season_minutes,season_goals,season_assists,season_yellow_cards,season_second_yellow,season_red_cards
258519,Hidde ter Avest,403,Willem II,3,201,0,1,0,0,0
646704,Maxim Dekker,403,Willem II,1,45,0,0,0,0,0
805696,Mats Lemmens,403,Willem II,4,125,0,0,0,0,0
665541,Finn Stam,403,Willem II,4,360,0,0,0,0,0
411287,Justin Hoogma,403,Willem II,3,225,0,0,0,0,0
606023,Nathan Tjoe-A-On,403,Willem II,4,334,0,2,1,0,0
565401,Amine Et-Taïbi,403,Willem II,2,27,0,0,0,0,0
338680,Alessandro Ciranni,403,Willem II,3,164,0,0,0,0,0
1003716,Per van Loon,403,Willem II,3,186,0,0,0,0,0
1175838,Jens Mathijsen,403,Willem II,0,0,0,0,0,0,0
988406,Kasper Boogaard,403,Willem II,4,329,0,0,1,0,0
928330,Amine Lachkar,403,Willem II,0,0,0,0,0,0,0
182581,Tonny Vilhena,403,Willem II,1,45,0,0,0,0,0
264857,Jari Schuurman,403,Willem II,0,0,0,0,0,0,0
1052795,Uriël van Aalst,403,Willem II,4,360,1,0,0,0,0
1152029,Thijs Muller,403,Willem II,0,0,0,0,0,0,0
1054634,Anass Zarrouk,403,Willem II,0,0,0,0,0,0,0
1175834,Julian van Esdonk,403,Willem II,1,1,0,0,0,0,0
1337384,Divano Fernandez Iglesias,403,Willem II,1,1,0,0,0,0,0
1175836,Sebas Wermenbol,403,Willem II,0,0,0,0,0,0,0
1042886,Chido Obi,403,Willem II,1,8,0,0,0,0,0
704771,Devin Haen,403,Willem II,4,360,2,0,0,0,0
727480,Jaden Slory,403,Willem II,4,352,0,0,1,0,0
1130803,Eser Gürbüz,403,Willem II,4,252,0,0,0,0,0
1101894,Armin Culum,403,Willem II,0,0,0,0,0,0,0
297365,Thomas Verheydt,403,Willem II,3,51,1,0,0,0,0
1175837,Ismael Mouhoul,403,Willem II,1,1,0,0,0,0,0
1464154,Luca Maal,403,Willem II,0,0,0,0,0,0,0
301696,Stijn van Gassel,798,Excelsior,5,450,0,1,0,0,0
461963,Celton Biai,798,Excelsior,0,0,0,0,0,0,0
1088035,Tijmen Holla,798,Excelsior,0,0,0,0,0,0,0
605395,Casper Widell,798,Excelsior,5,375,1,0,0,0,0
897481,Eric da Silva Moreira,798,Excelsior,3,167,0,0,0,0,0
596178,Rick Meissen,798,Excelsior,5,450,1,0,1,0,0
745625,Jan Plug,798,Excelsior,5,450,0,0,1,0,0
1131926,Osman Turay,798,Excelsior,2,54,0,0,0,0,0
720189,Nolan Martens,798,Excelsior,2,120,0,0,0,0,0
1154876,Kasey Bos,798,Excelsior,2,50,0,0,0,0,0
457092,Simon Janssen,798,Excelsior,5,381,0,3,1,0,0
675981,Stan Henderikx,798,Excelsior,0,0,0,0,0,0,0
1152022,Marlon van de Wetering,798,Excelsior,0,0,0,0,0,0,0
1175060,Guilliano Cairo,798,Excelsior,1,8,0,0,0,0,0
806245,Irakli Yegoian,798,Excelsior,5,435,2,4,0,0,0
578544,Noah Naujoks,798,Excelsior,1,90,2,0,0,0,0
804034,Valentin Sulzbacher,798,Excelsior,1,19,1,0,1,0,0
595238,Lennard Hartjes,798,Excelsior,5,434,0,0,1,0,0
942960,Daniel van Vianen,798,Excelsior,4,254,0,0,0,0,0
1235199,Yacqub Finey,798,Excelsior,1,10,0,0,0,0,0
775257,Aymen Sliti,798,Excelsior,5,206,1,1,0,0,0
747243,Gyan de Regt,798,Excelsior,1,85,0,1,0,0,0
213268,Alireza Jahanbakhsh,798,Excelsior,3,56,0,0,0,0,0
941867,Mario Domínguez,798,Excelsior,1,10,0,0,0,0,0
806281,David Garden,798,Excelsior,5,358,3,0,0,0,0
1021770,Ilano Silva Timas,798,Excelsior,5,180,0,1,0,0,0
908857,Ágúst Orri Thorsteinsson,798,Excelsior,3,205,0,0,1,0,0
775044,Nesto Groen,798,Excelsior,5,103,1,0,1,0,0
1275104,Noa el Hamdaoui,798,Excelsior,0,0,0,0,0,0,0
205128,Mattijs Branderhorst,385,Fortuna Sittard,5,450,0,0,0,0,0
235108,Luuk Koopmans,385,Fortuna Sittard,0,0,0,0,0,0,0
810846,Kaylen,385,Fortuna Sittard,0,0,0,0,0,0,0
576682,Jasper Dahlhaus,385,Fortuna Sittard,5,363,0,1,1,0,0
492313,Rodrigo Guth,385,Fortuna Sittard,3,186,0,0,1,0,0
678641,Justin Hubner,385,Fortuna Sittard,5,450,0,0,2,0,0
485586,Syb van Ottele,385,Fortuna Sittard,5,260,0,0,0,0,0
296227,Iván Márquez,385,Fortuna Sittard,0,0,0,0,0,0,0
639974,Nick de Groot,385,Fortuna Sittard,5,124,0,0,0,0,0
583920,Siebe Wylin,385,Fortuna Sittard,3,210,0,0,0,0,0
82281,Ivo Pinto,385,Fortuna Sittard,5,405,0,1,0,0,0
1537558,Kevin van Burgsteden,385,Fortuna Sittard,0,0,0,0,0,0,0
503638,Mohamed Ihattaren,385,Fortuna Sittard,5,328,3,2,0,0,0
900072,Philip Brittijn,385,Fortuna Sittard,5,439,1,0,1,0,0
659521,Edouard Michut,385,Fortuna Sittard,5,344,1,2,1,0,0
566911,Yassin Oukili,385,Fortuna Sittard,5,229,0,0,0,0,0
746987,Sven Simons,385,Fortuna Sittard,0,0,0,0,0,0,0
595247,Shiloh 't Zand,385,Fortuna Sittard,4,254,1,0,1,0,0
1161423,Moussa Gbemou,385,Fortuna Sittard,3,5,0,0,0,0,0
1491843,Gani Büyükhan,385,Fortuna Sittard,1,3,0,0,0,0,0
1406857,Alhaji Bah,385,Fortuna Sittard,0,0,0,0,0,0,0
728864,Lequincio Zeefuik,385,Fortuna Sittard,5,421,3,1,1,0,0
361070,Ole Romeny,385,Fortuna Sittard,3,167,1,0,0,0,1
565434,Anthony Descotte,385,Fortuna Sittard,5,229,1,0,0,0,0
186704,Kristoffer Peterson,385,Fortuna Sittard,0,0,0,0,0,0,0
1461492,David Stockbrink,385,Fortuna Sittard,0,0,0,0,0,0,0
559319,Kilian Nikièma,1268,ADO Den Haag,5,450,0,0,0,0,0
348778,Niclas Thiede,1268,ADO Den Haag,0,0,0,0,0,0,0
981969,Sem Eekhout,1268,ADO Den Haag,0,0,0,0,0,0,0
989995,Caleb Kramer,1268,ADO Den Haag,0,0,0,0,0,0,0
997478,Othniël Raterink,1268,ADO Den Haag,4,315,0,0,0,0,0
719382,Matteo Waem,1268,ADO Den Haag,4,169,0,0,0,0,0
658530,Jonas Jensen-Abbew,1268,ADO Den Haag,1,45,0,0,0,0,0
460619,Pascal Mulder,1268,ADO Den Haag,5,433,0,0,1,0,0
595240,Milan Hokke,1268,ADO Den Haag,5,450,0,1,0,0,0
587333,Sekou Sylla,1268,ADO Den Haag,5,371,1,0,0,0,0
692020,Lasse Wilhelm,1268,ADO Den Haag,2,17,0,0,0,0,0
1104230,Sanyika Bergtop,1268,ADO Den Haag,0,0,0,0,0,0,0
538642,Juho Kilo,1268,ADO Den Haag,5,450,0,1,2,0,0
548937,Evan Rottier,1268,ADO Den Haag,5,355,1,2,2,0,0
487924,Jan Zamburek,1268,ADO Den Haag,3,128,0,0,0,0,0
617754,Mylian Jiménez,1268,ADO Den Haag,3,154,0,0,1,0,0
928630,Finn de Bruin,1268,ADO Den Haag,3,131,0,1,0,0,0
1379546,Alexander Veselov,1268,ADO Den Haag,0,0,0,0,0,0,0
930998,Yannick Eduardo,1268,ADO Den Haag,5,347,2,0,0,0,0
629039,Luka Reischl,1268,ADO Den Haag,2,57,0,0,0,0,0
633057,Donát Bárány,1268,ADO Den Haag,0,0,0,0,0,0,0
703626,Cameron Peupion,1268,ADO Den Haag,0,0,0,0,0,0,0
953857,Jesse Bal,1268,ADO Den Haag,5,178,1,0,0,0,0
848089,Illaijh de Ruijter,1268,ADO Den Haag,5,198,0,0,0,0,0
433091,Jalen Hawkins,1268,ADO Den Haag,4,149,0,0,0,0,0
412952,Nigel Thomas,1268,ADO Den Haag,4,231,1,1,0,0,0
177821,Daryl van Mieghem,1268,ADO Den Haag,5,322,0,0,0,0,0
1088642,Dani van Loenen,1268,ADO Den Haag,0,0,0,0,0,0,0
514287,Thijs Jansen,133,SC Cambuur,5,450,0,0,0,0,0
335997,Luca Plogmann,133,SC Cambuur,0,0,0,0,0,0,0
704252,Jasper Meijster,133,SC Cambuur,0,0,0,0,0,0,0
1197636,Matthijs Kalisvaart,133,SC Cambuur,0,0,0,0,0,0,0
961050,Ismaël Baouf,133,SC Cambuur,5,402,0,0,1,0,0
289651,Jamal Amofa,133,SC Cambuur,5,417,0,0,0,0,0
469084,Rik Mulders,133,SC Cambuur,3,65,0,0,1,0,0
987355,Lucas Jetten,133,SC Cambuur,5,325,0,0,1,0,0
457235,Devid Eugene Bouah,133,SC Cambuur,3,103,0,0,0,0,0
595937,Jorn Berkhout,133,SC Cambuur,1,77,0,0,0,0,0
1119911,Morgan Costarelli,133,SC Cambuur,5,252,0,0,0,0,0
1025412,Ryan van de Pavert,133,SC Cambuur,1,45,0,0,0,0,0
1149884,Wiebe Kooistra,133,SC Cambuur,2,135,0,0,0,0,0
1310310,Buddy Vogelzang,133,SC Cambuur,0,0,0,0,0,0,0
310131,Mathieu Maertens,133,SC Cambuur,1,22,0,0,0,0,0
738479,Rafik El Arguioui,133,SC Cambuur,5,450,4,0,1,0,0
931525,Wout Asselman,133,SC Cambuur,0,0,0,0,0,0,0
364246,Nicky Souren,133,SC Cambuur,5,450,0,1,2,0,0
1178714,Ethan Apkakou,133,SC Cambuur,2,70,0,0,0,0,0
963511,Daan Visser,133,SC Cambuur,0,0,0,0,0,0,0
1176208,Wessel van der Goot,133,SC Cambuur,2,17,0,0,0,0,0
1259720,Damian Westerhof,133,SC Cambuur,0,0,0,0,0,0,0
1177941,Wiebe van der Heide,133,SC Cambuur,0,0,0,0,0,0,0
390661,Jason Ceka,133,SC Cambuur,1,22,0,0,0,0,0
911990,Ilyes Hamache,133,SC Cambuur,5,318,1,1,0,0,0
987359,Sami Bouhoudane,133,SC Cambuur,5,290,0,0,1,0,0
891833,Skye Vink,133,SC Cambuur,4,215,0,0,0,0,0
1242714,Fabian Kvam,133,SC Cambuur,4,155,0,0,0,0,0
1177948,Iwan Henstra,133,SC Cambuur,4,335,0,0,0,0,0
500584,Nicolas Binder,133,SC Cambuur,4,155,1,2,0,0,0
1177939,Danyello Look,133,SC Cambuur,0,0,0,0,0,0,0
271549,Ronald Koeman Jr.,1434,Telstar,4,360,2,0,2,0,0
412946,Daan Reiziger,1434,Telstar,0,0,0,0,0,0,0
1146456,Finn Mulder,1434,Telstar,0,0,0,0,0,0,0
891854,Gerald Alders,1434,Telstar,3,225,0,0,0,0,0
263555,Jeff Hardeveld,1434,Telstar,4,285,0,0,0,0,0
612824,Sem Valk,1434,Telstar,2,180,0,0,0,0,0
944694,Abdelnour Soualhia,1434,Telstar,4,360,1,1,2,0,0
125769,Marvin Peersman,1434,Telstar,4,347,0,0,0,0,0
648541,Gabi Caschili,1434,Telstar,3,93,0,0,0,0,0
646701,Prince Aning,1434,Telstar,4,102,0,0,0,0,0
399350,Nigel Ogidi Nwankwo,1434,Telstar,0,0,0,0,0,0,0
1086915,Abdelraffie Benzzine,1434,Telstar,0,0,0,0,0,0,0
1086920,Yamano Olfers,1434,Telstar,0,0,0,0,0,0,0
593824,Patrick Brouwer,1434,Telstar,4,360,1,2,0,0,0
694039,Nils Rossen,1434,Telstar,4,310,0,0,0,0,0
936605,Harrie Kuster,1434,Telstar,1,24,0,0,0,0,0
461644,Tyrone Owusu,1434,Telstar,4,337,0,0,0,0,0
1227404,Noach Shenkman,1434,Telstar,3,55,0,0,0,0,0
886252,Isaiah Ahmed,1434,Telstar,1,26,0,0,1,0,0
738489,Fabiano Rust,1434,Telstar,1,25,0,0,0,0,0
1104231,Rojendro Oudsten,1434,Telstar,2,36,0,0,0,0,0
572519,Ar'jany Martha,1434,Telstar,0,0,0,0,0,0,0
779752,Soufiane Hetli,1434,Telstar,2,153,0,0,0,0,0
918445,Emirhan Demircan,1434,Telstar,3,81,0,0,0,0,0
943592,Jelani Seedorf,1434,Telstar,4,249,0,0,0,0,0
387996,Rui Mendes,1434,Telstar,4,237,1,0,1,0,0
671736,Fofin Turay,1434,Telstar,1,25,0,0,0,0,0
