match_key,date,home_team,away_team,tm_match_available,tm_home_prior_lineup_available,tm_home_prior_starter_count,tm_home_prior_lineup_value_sum_m,tm_home_prior_lineup_value_avg_m,tm_home_prior_lineup_value_top3_m,tm_home_prior_lineup_value_coverage,tm_home_prior_lineup_age,tm_home_prior_lineup_gk_share,tm_home_prior_lineup_def_share,tm_home_prior_lineup_mid_share,tm_home_prior_lineup_att_share,tm_home_prior_lineup_stability,tm_home_prior_players_minutes_per_app,tm_home_prior_players_goals_per90,tm_home_prior_players_assists_per90,tm_home_prior_players_cards_per90,tm_home_prior_players_days_since,tm_home_manager_available,tm_home_manager_changed,tm_home_manager_matches,tm_home_manager_ppg,tm_home_manager_gd_per_match,tm_away_prior_lineup_available,tm_away_prior_starter_count,tm_away_prior_lineup_value_sum_m,tm_away_prior_lineup_value_avg_m,tm_away_prior_lineup_value_top3_m,tm_away_prior_lineup_value_coverage,tm_away_prior_lineup_age,tm_away_prior_lineup_gk_share,tm_away_prior_lineup_def_share,tm_away_prior_lineup_mid_share,tm_away_prior_lineup_att_share,tm_away_prior_lineup_stability,tm_away_prior_players_minutes_per_app,tm_away_prior_players_goals_per90,tm_away_prior_players_assists_per90,tm_away_prior_players_cards_per90,tm_away_prior_players_days_since,tm_away_manager_available,tm_away_manager_changed,tm_away_manager_matches,tm_away_manager_ppg,tm_away_manager_gd_per_match,tm_diff_manager_available,tm_diff_manager_changed,tm_diff_manager_gd_per_match,tm_diff_manager_matches,tm_diff_manager_ppg,tm_diff_prior_lineup_age,tm_diff_prior_lineup_att_share,tm_diff_prior_lineup_available,tm_diff_prior_lineup_def_share,tm_diff_prior_lineup_gk_share,tm_diff_prior_lineup_mid_share,tm_diff_prior_lineup_stability,tm_diff_prior_lineup_value_avg_m,tm_diff_prior_lineup_value_coverage,tm_diff_prior_lineup_value_sum_m,tm_diff_prior_lineup_value_top3_m,tm_diff_prior_players_assists_per90,tm_diff_prior_players_cards_per90,tm_diff_prior_players_days_since,tm_diff_prior_players_goals_per90,tm_diff_prior_players_minutes_per_app,tm_diff_prior_starter_count
2014-10-04|willem ii|heerenveen,2014-10-04,Willem II,Heerenveen,1.0,1.0,11.0,5.75,0.5227272727272727,2.7,1.0,26.013564806172607,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,73.92121212121211,0.09159170443898298,0.054152892561983475,0.0834535809873398,6.0,1.0,0.0,41.0,0.7804878048780488,-1.048780487804878,1.0,11.0,10.4,0.9454545454545454,5.25,1.0,22.941945118536495,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,79.65584415584415,0.14651440106825375,0.09055045485926637,0.16550256303938815,6.0,1.0,0.0,7.0,2.0,0.7142857142857143,0.0,0.0,-1.7630662020905925,34.0,-1.2195121951219512,3.0716196876361117,0.0,0.0,0.0,0.0,0.0,0.0,-0.42272727272727273,0.0,-4.65,-2.55,-0.036397562297282894,-0.08204898205204834,0.0,-0.05492269662927077,-5.7346320346320425,0.0
2014-10-04|fc utrecht|go ahead eagles,2014-10-04,FC Utrecht,Go Ahead Eagles,1.0,1.0,11.0,7.95,0.7227272727272727,4.65,1.0,23.128367867587578,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.6363636363636364,72.60000000000001,0.0984060027235834,0.035145938794936105,0.1442520583360862,6.0,1.0,0.0,7.0,1.4285714285714286,-0.42857142857142855,1.0,11.0,4.4,0.4,1.7,1.0,25.22730383921349,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,77.01616161616163,0.0918319631155459,0.058996605054696345,0.16154497250422137,7.0,1.0,0.0,41.0,1.048780487804878,-0.7317073170731707,0.0,0.0,0.30313588850174217,-34.0,0.3797909407665505,-2.098935971625913,0.0,0.0,0.0,0.0,0.0,-0.18181818181818188,0.32272727272727264,0.0,3.55,2.95,-0.02385066625976024,-0.017292914168135165,-1.0,0.006574039608037499,-4.416161616161617,0.0
2014-10-05|psv|excelsior,2014-10-05,PSV,Excelsior,1.0,1.0,11.0,43.1,3.9181818181818184,21.0,1.0,21.90305519258291,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,77.3,0.14651785863636332,0.106225247624739,0.1734726469238592,3.3636363636363638,1.0,0.0,36.0,1.8888888888888888,0.8333333333333334,1.0,11.0,3.55,0.3227272727272727,1.5,1.0,25.527471843693608,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,81.85941558441559,0.13942172621352286,0.07976752360214773,0.03245595070803156,7.0,1.0,0.0,7.0,1.2857142857142858,-0.14285714285714285,0.0,0.0,0.9761904761904763,29.0,0.603174603174603,-3.624416651110696,0.0,0.0,0.0,0.0,0.0,-0.09090909090909094,3.5954545454545457,0.0,39.550000000000004,19.5,0.026457724022591278,0.14101669621582763,-3.6363636363636362,0.007096132422840462,-4.559415584415589,0.0
2014-10-05|az|fc twente,2014-10-05,AZ,FC Twente,1.0,1.0,11.0,14.85,1.35,9.5,1.0,22.98724410428722,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.8181818181818182,76.53181818181818,0.0808403184836136,0.02414940431469357,0.11762538375905245,8.0,1.0,1.0,0.0,,,1.0,11.0,32.95,2.9954545454545456,15.5,1.0,23.93926949163089,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,74.62727272727273,0.15955374320318585,0.11146981323689187,0.13982248846058393,7.0,1.0,0.0,11.0,1.5454545454545454,0.5454545454545454,0.0,1.0,,-11.0,,-0.9520253873436673,-0.09090909090909088,0.0,0.0,0.0,0.09090909090909094,-0.18181818181818177,-1.6454545454545455,0.0,-18.1,-6.0,-0.0873204089221983,-0.02219710470153148,1.0,-0.07871342471957225,1.904545454545456,0.0
2014-10-05|feyenoord|fc groningen,2014-10-05,Feyenoord,FC Groningen,1.0,1.0,11.0,30.05,2.7318181818181815,16.0,1.0,25.695227428286977,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,79.56363636363636,0.0850944798846891,0.12080349754843246,0.14303401625747392,3.0,1.0,0.0,7.0,1.1428571428571428,0.2857142857142857,1.0,11.0,13.45,1.2227272727272727,5.5,1.0,25.36718312488333,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,79.49090909090908,0.19251427885506905,0.10920678718130863,0.1258415390874052,7.0,1.0,0.0,42.0,1.5714285714285714,0.09523809523809523,0.0,0.0,0.19047619047619047,-35.0,-0.4285714285714286,0.3280443034036473,0.0,0.0,0.0,0.0,0.0,-0.09090909090909083,1.5090909090909088,0.0,16.6,10.5,0.011596710367123828,0.01719247717006872,-4.0,-0.10741979897037995,0.07272727272727764,0.0
2014-10-05|ajax|pec zwolle,2014-10-05,Ajax,PEC Zwolle,1.0,1.0,11.0,42.75,3.8863636363636362,19.5,1.0,23.496235455167696,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,76.4090909090909,0.14403194098769173,0.11728274600413467,0.15212804788883705,5.0,1.0,0.0,75.0,2.16,1.32,1.0,11.0,9.35,0.85,4.5,1.0,24.84674257980213,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.18181818181818182,1.0,80.61818181818182,0.15652043112376546,0.08255537407828223,0.11647539810997111,8.0,1.0,0.0,41.0,1.3414634146341464,0.07317073170731707,0.0,0.0,1.246829268292683,34.0,0.8185365853658537,-1.350507124634433,0.09090909090909088,0.0,0.0,0.0,-0.09090909090909094,-0.09090909090909094,3.036363636363636,0.0,33.4,15.0,0.03472737192585244,0.03565264977886594,-3.0,-0.012488490136073727,-4.209090909090918,0.0
2014-10-18|willem ii|vitesse,2014-10-18,Willem II,Vitesse,1.0,1.0,11.0,5.75,0.5227272727272727,2.7,1.0,25.680791487773003,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,73.61558441558442,0.09357345027429016,0.07962579100809525,0.12364087518856043,14.0,1.0,0.0,42.0,0.8333333333333334,-1.0,1.0,11.0,20.9,1.9,10.0,1.0,25.047103478314977,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,73.27272727272727,0.23466755344489884,0.18785678628593,0.07145268211210559,15.0,1.0,0.0,42.0,1.5714285714285714,0.5,0.0,0.0,-1.5,0.0,-0.738095238095238,0.6336880094580266,0.0,0.0,0.0,0.0,0.0,-0.09090909090909094,-1.3772727272727272,0.0,-15.149999999999999,-7.3,-0.10823099527783475,0.052188193076454836,-1.0,-0.14109410317060866,0.34285714285715585,0.0
2014-10-18|psv|az,2014-10-18,PSV,AZ,1.0,1.0,11.0,45.0,4.090909090909091,21.0,1.0,22.137016987119658,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,77.19090909090909,0.13317714347444284,0.11320245407107773,0.16477699113420713,13.0,1.0,0.0,37.0,1.9189189189189189,0.8918918918918919,1.0,11.0,15.35,1.3954545454545455,10.0,1.0,23.631634621367677,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.9090909090909091,76.55757575757576,0.07987863863541687,0.05523415977961432,0.11958845395316452,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8918918918918919,36.0,0.9189189189189189,-1.4946176342480193,0.09090909090909088,0.0,0.0,0.0,-0.09090909090909094,0.0,2.6954545454545453,0.0,29.65,11.0,0.05796829429146341,0.04518853718104261,0.0,0.05329850483902597,0.6333333333333258,0.0
2014-10-18|feyenoord|heracles,2014-10-18,Feyenoord,Heracles,1.0,1.0,11.0,30.05,2.7318181818181815,16.0,1.0,25.730819488519693,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,80.96363636363635,0.10130671557399645,0.13451245399262815,0.12716230924934438,13.0,1.0,0.0,8.0,1.375,0.75,1.0,11.0,6.2,0.5636363636363636,2.6,1.0,25.522991724223754,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,72.80227272727272,0.1719348332701518,0.13469597754936788,0.20037592629277376,14.0,1.0,0.0,4.0,0.75,-0.25,0.0,0.0,1.0,4.0,0.625,0.20782776429593852,0.0,0.0,0.0,0.0,0.0,0.18181818181818177,2.168181818181818,0.0,23.85,13.4,-0.00018352355673972864,-0.07321361704342938,-1.0,-0.07062811769615535,8.161363636363632,0.0
2014-10-18|nac breda|ado den haag,2014-10-18,NAC Breda,ADO Den Haag,1.0,1.0,11.0,5.95,0.5409090909090909,2.65,1.0,24.14012818119594,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,82.08686868686868,0.13104551326576755,0.08187103255221746,0.18681408909453437,14.0,1.0,1.0,0.0,,,1.0,11.0,7.8,0.7090909090909091,3.15,1.0,24.962478999439984,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.7272727272727273,80.05454545454546,0.13589668081161008,0.11666677489106432,0.16426212189870032,15.0,1.0,0.0,20.0,1.45,0.1,0.0,1.0,,-20.0,,-0.8223508182440433,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,-0.1681818181818182,0.0,-1.8499999999999996,-0.5,-0.03479574233884686,0.02255196719583405,-1.0,-0.004851167545842527,2.032323232323222,0.0
2014-10-18|fc twente|ajax,2014-10-18,FC Twente,Ajax,1.0,1.0,11.0,33.45,3.040909090909091,15.5,1.0,24.092589135710288,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,79.89090909090909,0.1872919037355467,0.1055304304948685,0.14507175366101388,13.0,1.0,0.0,12.0,1.5,0.5,1.0,11.0,47.75,4.340909090909091,21.5,1.0,24.73399290647751,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,75.95454545454545,0.16959534349258876,0.12132529276257921,0.1753191315606008,13.0,1.0,0.0,76.0,2.1447368421052633,1.3026315789473684,0.0,0.0,-0.8026315789473684,-64.0,-0.6447368421052633,-0.6414037707672229,0.0,0.0,0.0,0.0,0.0,0.09090909090909083,-1.2999999999999998,0.0,-14.299999999999997,-6.0,-0.015794862267710708,-0.030247377899586925,0.0,0.01769656024295793,3.9363636363636374,0.0
2014-10-19|heerenveen|sc cambuur,2014-10-19,Heerenveen,SC Cambuur,1.0,1.0,11.0,10.45,0.95,5.25,1.0,22.88793478937216,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,77.80454545454546,0.13281120179288888,0.09102901418067887,0.16586196816160867,15.0,1.0,0.0,8.0,1.75,0.5,1.0,11.0,4.45,0.40454545454545454,1.7,1.0,25.61558085993404,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.7272727272727273,76.82694805194807,0.176953441522776,0.1834535916872264,0.097417860118939,15.0,1.0,0.0,13.0,1.4615384615384615,-0.07692307692307693,0.0,0.0,0.5769230769230769,-5.0,0.28846153846153855,-2.7276460705618817,0.0,0.0,0.0,0.0,0.0,0.18181818181818177,0.5454545454545454,0.0,5.999999999999999,3.55,-0.09242457750654755,0.06844410804266966,0.0,-0.04414223972988712,0.9775974025973966,0.0
2014-10-19|dordrecht|fc utrecht,2014-10-19,Dordrecht,FC Utrecht,1.0,1.0,11.0,2.725,0.24772727272727274,1.2,1.0,22.688818368489823,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.6363636363636364,72.72272727272728,0.059540855046842485,0.01222992254382389,0.0649133186158789,15.0,1.0,0.0,8.0,0.625,-1.25,1.0,11.0,11.0,1.0,6.0,1.0,24.54881463505694,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.6363636363636364,78.13333333333331,0.14949554238559093,0.08598749126877715,0.14882879427329737,15.0,1.0,0.0,8.0,1.25,-0.5,0.0,0.0,-0.75,0.0,-0.625,-1.8599962665671157,-0.09090909090909094,0.0,0.0,0.0,0.09090909090909088,0.0,-0.7522727272727272,0.0,-8.275,-4.8,-0.07375756872495326,-0.08391547565741847,0.0,-0.08995468733874845,-5.410606060606028,0.0
2014-10-19|go ahead eagles|pec zwolle,2014-10-19,Go Ahead Eagles,PEC Zwolle,1.0,1.0,11.0,4.75,0.4318181818181818,2.1,1.0,25.368178706987745,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,79.00909090909092,0.11388806584433388,0.06436222344062785,0.13791279237166457,15.0,1.0,0.0,42.0,1.0952380952380953,-0.6904761904761905,1.0,11.0,9.35,0.85,4.5,1.0,24.88507249082198,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.18181818181818182,1.0,80.69090909090909,0.14626007775960834,0.08213340790976545,0.12901721983463224,14.0,1.0,0.0,42.0,1.3333333333333333,0.07142857142857142,0.0,0.0,-0.7619047619047619,0.0,-0.23809523809523792,0.48310621616576555,0.09090909090909088,0.0,0.0,0.0,-0.09090909090909094,-0.18181818181818177,-0.41818181818181815,0.0,-4.6,-2.4,-0.0177711844691376,0.008895572537032326,1.0,-0.03237201191527446,-1.6818181818181728,0.0
2014-10-19|fc groningen|excelsior,2014-10-19,FC Groningen,Excelsior,1.0,1.0,11.0,12.4,1.1272727272727272,5.25,1.0,25.346275900690685,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,80.16363636363636,0.09062994154269922,0.09790916449681332,0.13481995286836,14.0,1.0,0.0,43.0,1.5348837209302326,0.0,1.0,11.0,3.55,0.3227272727272727,1.5,1.0,25.56580175471346,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,83.20934343434342,0.12773205681270178,0.06999408753435311,0.030000604850904253,14.0,1.0,0.0,8.0,1.125,-0.5,0.0,0.0,0.5,35.0,0.4098837209302326,-0.21952585402277336,0.0,0.0,0.0,0.0,0.0,-0.18181818181818177,0.8045454545454545,0.0,8.850000000000001,3.75,0.027915076962460206,0.10481934801745574,0.0,-0.03710211527000255,-3.045707070707067,0.0
2014-10-24|ado den haag|dordrecht,2014-10-24,ADO Den Haag,Dordrecht,1.0,1.0,11.0,8.5,0.7727272727272727,3.4,1.0,25.06104162777674,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,81.74545454545454,0.13012705693683707,0.12564036215110527,0.18522515839854933,6.0,1.0,0.0,21.0,1.4285714285714286,0.09523809523809523,1.0,11.0,3.925,0.3568181818181818,2.1,1.0,23.804617012009214,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.6363636363636364,75.68701298701299,0.12181805331242175,0.05786790673985815,0.22165527531950086,5.0,1.0,0.0,9.0,0.5555555555555556,-1.3333333333333333,0.0,0.0,1.4285714285714284,12.0,0.873015873015873,1.256424615767525,0.0,0.0,0.0,0.0,0.0,0.18181818181818188,0.4159090909090909,0.0,4.575,1.2999999999999998,0.06777245541124713,-0.03643011692095152,1.0,0.00830900362441532,6.058441558441544,0.0
2014-10-25|vitesse|nac breda,2014-10-25,Vitesse,NAC Breda,1.0,1.0,11.0,23.4,2.127272727272727,10.5,1.0,25.194449629767906,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,78.05454545454545,0.23774514876590463,0.1978544277236096,0.12169741124028625,7.0,1.0,0.0,43.0,1.6046511627906976,0.5581395348837209,1.0,11.0,5.45,0.4954545454545455,2.25,1.0,24.4519942754029,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,80.20101010101008,0.15804646625937302,0.1031320588939844,0.15936359301755204,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5581395348837209,42.0,0.6046511627906976,0.7424553543650063,0.0,0.0,0.0,0.0,0.0,0.0,1.6318181818181814,0.0,17.95,8.25,0.09472236882962519,-0.037666181777265786,0.0,0.07969868250653162,-2.1464646464646364,0.0
2014-10-25|heracles|willem ii,2014-10-25,Heracles,Willem II,1.0,1.0,11.0,6.2,0.5636363636363636,2.6,1.0,25.54215667973368,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,74.120202020202,0.15755922779558965,0.13125426861296854,0.17272711570462743,7.0,1.0,0.0,5.0,0.6,-0.4,1.0,11.0,5.65,0.5136363636363637,2.7,1.0,25.06129052330284,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,75.2608585858586,0.10612136690628725,0.09985527800361133,0.12017523905997352,7.0,1.0,0.0,43.0,0.813953488372093,-1.0465116279069768,0.0,0.0,0.6465116279069768,-38.0,-0.21395348837209305,0.48086615643083874,0.0,0.0,0.0,0.0,0.0,0.18181818181818177,0.04999999999999993,0.0,0.5499999999999998,-0.10000000000000009,0.03139899060935722,0.05255187664465391,0.0,0.0514378608893024,-1.1406565656565988,0.0
2014-10-25|ajax|go ahead eagles,2014-10-25,Ajax,Go Ahead Eagles,1.0,1.0,11.0,48.75,4.431818181818182,21.5,1.0,24.101051583597783,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,78.88181818181819,0.14928632904027028,0.14697115225757004,0.13861847305874178,4.2727272727272725,1.0,0.0,77.0,2.1298701298701297,1.2857142857142858,1.0,11.0,4.75,0.4318181818181818,2.1,1.0,25.384605811710536,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.09090909090909091,1.0,79.0,0.1528143418507506,0.08864290870679428,0.14853188442002005,6.0,1.0,0.0,43.0,1.1395348837209303,-0.6511627906976745,0.0,0.0,1.9368770764119603,34.0,0.9903352461491994,-1.2835542281127523,0.1818181818181818,0.0,0.0,0.0,-0.18181818181818182,-0.18181818181818177,4.0,0.0,44.0,19.4,0.05832824355077576,-0.009913411361278268,-1.7272727272727275,-0.003528012810480319,-0.11818181818181017,0.0
2014-10-25|az|fc groningen,2014-10-25,AZ,FC Groningen,1.0,1.0,11.0,15.35,1.3954545454545455,10.0,1.0,23.650799576877606,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.18181818181818182,1.0,77.74502164502165,0.07339008397187784,0.041755911431367816,0.1463604665180949,7.0,1.0,0.0,2.0,0.5,-1.5,1.0,11.0,12.15,1.1045454545454545,5.5,1.0,25.93093149150644,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.8181818181818182,77.95454545454545,0.151393442604427,0.08512342993528316,0.10387212772977161,6.0,1.0,0.0,44.0,1.5227272727272727,0.0,0.0,0.0,-1.5,-42.0,-1.0227272727272727,-2.280131914628832,-0.18181818181818182,0.0,0.0,0.0,0.18181818181818182,0.18181818181818177,0.290909090909091,0.0,3.1999999999999993,4.5,-0.04336751850391534,0.04248833878832328,1.0,-0.07800335863254916,-0.20952380952380167,0.0
2014-10-26|sc cambuur|feyenoord,2014-10-26,SC Cambuur,Feyenoord,1.0,1.0,11.0,4.45,0.40454545454545454,1.7,1.0,25.634745815443967,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,77.61085858585858,0.17825554739591196,0.1779675525970313,0.11971697274507732,7.0,1.0,0.0,14.0,1.4285714285714286,-0.07142857142857142,1.0,11.0,31.3,2.8454545454545452,16.0,1.0,27.053699209756704,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,81.75454545454545,0.10081534806944313,0.11778253062527556,0.10958145675354009,3.4545454545454546,1.0,0.0,9.0,1.5555555555555556,0.7777777777777778,0.0,0.0,-0.8492063492063492,5.0,-0.12698412698412698,-1.4189533943127373,0.0,0.0,0.0,0.0,0.0,0.09090909090909094,-2.4409090909090905,0.0,-26.85,-14.3,0.06018502197175572,0.010135515991537239,3.5454545454545454,0.07744019932646883,-4.143686868686871,0.0
2014-10-26|fc utrecht|psv,2014-10-26,FC Utrecht,PSV,1.0,1.0,11.0,11.95,1.0863636363636364,6.0,1.0,24.026631821293016,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,81.75584415584416,0.10079975191149625,0.0904112397970541,0.17583880950566738,7.0,1.0,0.0,9.0,1.4444444444444444,-0.2222222222222222,1.0,11.0,41.5,3.772727272727273,17.0,1.0,22.823719743637607,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.7272727272727273,79.16363636363637,0.12537435637810596,0.12556081152911702,0.15279486973591988,3.909090909090909,1.0,0.0,38.0,1.9473684210526316,0.9473684210526315,0.0,0.0,-1.1695906432748537,-29.0,-0.5029239766081872,1.2029120776554088,0.0,0.0,0.0,0.0,0.0,0.09090909090909094,-2.6863636363636365,0.0,-29.55,-11.0,-0.03514957173206293,0.0230439397697475,3.090909090909091,-0.02457460446660971,2.5922077922077875,0.0
2014-10-26|pec zwolle|heerenveen,2014-10-26,PEC Zwolle,Heerenveen,1.0,1.0,11.0,8.7,0.7909090909090909,4.15,1.0,25.328106527285172,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.8181818181818182,77.58181818181819,0.17174850131519362,0.07011810514130294,0.18554745971903383,7.0,1.0,0.0,43.0,1.302325581395349,0.046511627906976744,1.0,11.0,10.45,0.95,5.25,1.0,22.907099744882085,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,78.83939393939394,0.12130049321122455,0.07617387107033258,0.1816576427794277,7.0,1.0,0.0,9.0,1.6666666666666667,0.4444444444444444,0.0,0.0,-0.3979328165374677,34.0,-0.3643410852713178,2.4210067824030865,0.09090909090909094,0.0,0.0,0.0,-0.09090909090909088,-0.18181818181818177,-0.15909090909090906,0.0,-1.75,-1.0999999999999996,-0.006055765929029636,0.0038898169396061333,0.0,0.05044800810396907,-1.2575757575757507,0.0
2014-10-26|excelsior|fc twente,2014-10-26,Excelsior,FC Twente,1.0,1.0,11.0,3.85,0.35,1.65,1.0,25.83436002737851,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,80.23030303030303,0.08889510911571413,0.05239969653926205,0.12952123488000886,7.0,1.0,0.0,9.0,1.1111111111111112,-0.4444444444444444,1.0,11.0,32.95,2.9954545454545456,15.5,1.0,23.99676435816066,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,77.23636363636363,0.1610304372242035,0.10619615689811322,0.14033356668565572,8.0,1.0,0.0,13.0,1.4615384615384615,0.46153846153846156,0.0,0.0,-0.905982905982906,-4.0,-0.3504273504273503,1.8375956692178477,0.0,0.0,0.0,0.0,0.0,0.0,-2.6454545454545455,0.0,-29.1,-13.85,-0.053796460358851175,-0.010812331805646863,-1.0,-0.07213532810848935,2.9939393939393995,0.0
2014-11-01|ajax|dordrecht,2014-11-01,Ajax,Dordrecht,1.0,1.0,11.0,37.25,3.3863636363636362,19.5,1.0,22.22537489888619,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.5454545454545454,74.50909090909092,0.32507509996316597,0.1987766660586904,0.15224883787894916,5.909090909090909,1.0,0.0,78.0,2.141025641025641,1.294871794871795,1.0,11.0,4.025,0.3659090909090909,2.2,1.0,23.63561694978533,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.09090909090909091,0.7272727272727273,77.05858585858586,0.056692833184294765,0.022281059314562146,0.19215323537657378,4.0,1.0,0.0,10.0,0.5,-1.4,0.0,0.0,2.694871794871795,68.0,1.641025641025641,-1.4102420508991393,0.1818181818181818,0.0,0.0,0.0,-0.18181818181818182,-0.18181818181818188,3.0204545454545455,0.0,33.225,17.3,0.17649560674412826,-0.039904397497624616,1.9090909090909092,0.2683822667788712,-2.5494949494949424,0.0
2014-11-01|feyenoord|pec zwolle,2014-11-01,Feyenoord,PEC Zwolle,1.0,1.0,11.0,32.05,2.9136363636363636,17.0,1.0,24.989857507311307,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,82.51818181818183,0.10629811872989517,0.094158669432555,0.13830933765753697,6.0,1.0,0.0,10.0,1.7,0.8,1.0,11.0,9.2,0.8363636363636363,4.35,1.0,24.942567357351752,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,81.16363636363636,0.18110493944995765,0.12213817619328092,0.1252155880164483,3.5454545454545454,1.0,0.0,44.0,1.2954545454545454,0.045454545454545456,0.0,0.0,0.7545454545454546,-34.0,0.40454545454545454,0.047290149959554384,0.0,0.0,0.0,0.0,0.0,-0.09090909090909083,2.077272727272727,0.0,22.849999999999998,12.65,-0.027979506760725914,0.01309374964108867,2.4545454545454546,-0.07480682072006248,1.3545454545454731,0.0
2014-11-01|fc twente|heerenveen,2014-11-01,FC Twente,Heerenveen,1.0,1.0,11.0,29.95,2.722727272727273,15.5,1.0,24.075415344409183,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,76.65454545454546,0.14715337334825684,0.0988040727782492,0.11757982847361058,3.8181818181818183,1.0,0.0,14.0,1.3571428571428572,0.35714285714285715,1.0,11.0,10.4,0.9454545454545454,5.25,1.0,23.018604940576193,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,83.00909090909092,0.12718126438109714,0.08151527000438262,0.22877364802354652,6.0,1.0,0.0,10.0,1.6,0.4,0.0,0.0,-0.04285714285714287,4.0,-0.24285714285714288,1.0568104038329906,0.0,0.0,0.0,0.0,0.0,0.0,1.7772727272727278,0.0,19.549999999999997,10.25,0.017288802773866574,-0.11119381954993594,-2.1818181818181817,0.019972108967159702,-6.354545454545459,0.0
